ID,Gender,Race,Age_at_Release,Residence_PUMA,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years,Recidivism_Arrest_Year1,Recidivism_Arrest_Year2,Recidivism_Arrest_Year3,Training_Sample,Gang_Affiliated_Missing,Avg_Days_per_DrugTest_Missing,DrugTests_THC_Positive_Missing,DrugTests_Cocaine_Positive_Missing,DrugTests_Meth_Positive_Missing,DrugTests_Other_Positive_Missing,Prison_Offense_Missing
19638,M,WHITE,23-27,17,False,6.0,High,High School Diploma,0,Drug,Greater than 2 to 3 years,2,5,0,3,1,2,False,False,1,1,False,1,1,False,False,False,False,False,True,True,False,False,False,True,False,0,7,0,3 or more,192.8888889,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,1,0,0,0,0,0,0,0
19639,M,BLACK,43-47,19,False,1.0,Standard,Less than HS diploma,0,Property,Less than 1 year,10 or more,4,2,5 or more,1,5 or more,False,False,3 or more,4 or more,True,3 or more,0,True,False,False,True,False,True,False,False,False,False,False,False,1,0,0,1,,0.084131789,0.003377187,1.116e-06,,1.0,1.78606357,False,True,False,True,False,1,0,1,1,1,1,1,0
19640,M,BLACK,23-27,6,False,8.0,Specialized,Less than HS diploma,1,Violent/Non-Sex,Greater than 2 to 3 years,3,1,1,1,1,0,False,False,0,2,True,1,0,False,False,True,False,False,False,True,True,False,False,False,False,4 or more,6,0,1,14.38235294,0.029411765,0.0,0.0,0.0,0.503067485,1.493865031,True,False,False,False,False,1,0,0,0,0,0,0,0
19641,M,WHITE,28-32,20,False,9.0,Specialized,High School Diploma,3 or more,Property,1-2 years,4,1,0,4,1,0,False,False,0,0,False,1,0,False,False,False,False,False,True,True,False,False,False,False,False,3,5,0,1,26.53846154,0.0,0.0,0.0,0.0,0.085507246,0.529347826,False,True,True,False,False,0,0,0,0,0,0,0,0
19642,M,WHITE,23-27,16,False,10.0,Specialized,Less than HS diploma,0,Property,1-2 years,5,1,0,5 or more,1,1,False,False,2,1,False,3 or more,1,False,False,False,False,False,True,False,False,False,False,False,False,0,2,1,3 or more,17.5,0.5,0.0,0.5,0.0,0.0,0.0,False,True,True,False,False,1,0,0,0,0,0,0,0
19643,F,WHITE,28-32,24,False,5.0,Standard,High School Diploma,1,Property,1-2 years,2,3,0,1,1,2,False,False,0,0,False,0,0,False,False,False,False,False,True,True,False,False,False,False,True,0,6,0,3 or more,32.64705882,0.0,0.0,0.019607844,0.0,0.096696697,0.219369369,False,True,False,True,False,0,1,0,0,0,0,0,1
19644,F,WHITE,28-32,17,False,5.0,Specialized,At least some college,1,Violent/Non-Sex,1-2 years,1,0,0,0,0,0,False,False,0,0,False,0,0,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,,0.272823027,7.1994e-05,,0.045350106,0.990135635,0.450369914,False,False,False,False,False,0,1,1,1,1,1,1,0
19645,M,BLACK,23-27,12,True,,,High School Diploma,2,Violent/Non-Sex,More than 3 years,1,5,2,1,0,1,True,False,0,2,True,0,0,False,True,False,False,False,True,True,True,False,False,True,False,3,0,3 or more,0,16.8,0.0,0.0,0.0,0.0,0.833333333,1.0,False,True,False,True,False,1,0,0,0,0,0,0,0
19646,M,BLACK,48 or older,12,False,3.0,,Less than HS diploma,3 or more,Drug,Greater than 2 to 3 years,7,2,1,2,3,2,False,False,2,0,True,1,2 or more,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,158.629905943,0.020678406,0.004737951,0.071501044,0.029671287,0.0,0.0,False,True,False,True,False,1,0,1,1,1,1,1,0
19647,M,BLACK,18-22,23,False,5.0,Standard,Less than HS diploma,0,Property,Less than 1 year,3,6 or more,0,3,5 or more,1,False,False,2,2,False,2,1,False,False,False,False,False,True,False,False,False,False,False,False,0,4,0,0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,0,0,0,0,0,0,0,0
19648,M,BLACK,18-22,14,True,7.0,High,Less than HS diploma,1,Other,Less than 1 year,7,6 or more,3 or more,2,1,5 or more,False,False,2,2,False,2,1,False,False,False,False,False,True,True,True,False,False,False,False,1,2,3 or more,0,25.66666667,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,1,0,0,0,0,0,0,0
19649,M,WHITE,18-22,14,True,8.0,High,Less than HS diploma,0,Other,1-2 years,3,2,0,0,1,2,False,False,1,2,False,0,1,True,False,False,False,False,True,True,True,False,False,False,False,0,0,0,2,10.33333333,0.0,0.0,0.333333343,0.0,0.0,0.0,False,True,True,False,False,1,0,0,0,0,0,0,0
19650,M,WHITE,23-27,3,False,6.0,High,High School Diploma,1,Property,Less than 1 year,4,0,0,1,0,3,False,False,0,0,False,0,0,False,False,False,False,True,True,False,True,False,False,False,True,4 or more,10 or more,3 or more,3 or more,37.78571429,0.0,0.0,0.214285716,0.0,0.211720227,2.071361059,False,True,False,False,True,1,0,0,0,0,0,0,0
19651,M,WHITE,23-27,12,False,6.0,High,High School Diploma,2,Property,Less than 1 year,5,6 or more,0,3,3,3,False,False,0,1,False,0,1,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,12.5,0.0,0.0,0.0,0.0,1.0,2.0,False,True,True,False,False,1,0,0,0,0,0,0,0
19652,F,BLACK,18-22,22,False,6.0,High,High School Diploma,0,Drug,1-2 years,2,0,0,0,2,0,False,False,0,0,False,0,0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,108.7,0.0,0.0,0.0,0.0,0.729530819,0.336016559,False,False,False,False,False,1,1,0,0,0,0,0,0
19653,M,BLACK,23-27,1,True,7.0,Standard,At least some college,2,Violent/Non-Sex,1-2 years,4,0,1,2,0,1,False,False,1,0,False,1,0,False,False,False,False,False,False,True,True,False,False,False,False,3,0,0,0,20.6,0.0,0.0,0.0,0.0,1.0,3.0,False,True,True,False,False,0,0,0,0,0,0,0,0
19654,M,BLACK,18-22,18,False,8.0,High,Less than HS diploma,0,Violent/Non-Sex,1-2 years,4,1,0,0,3,1,False,True,2,0,False,0,2 or more,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,165.485764503,0.139941535,,0.007756404,,0.236363636,0.737878788,False,True,True,False,False,1,0,1,1,1,1,1,1
19655,F,BLACK,33-37,19,True,7.0,High,High School Diploma,2,Drug,1-2 years,1,2,1,0,1,0,True,False,1,0,False,0,1,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,1,56.547112543,0.128706241,,,0.017546744,0.0,0.0,False,False,False,False,False,1,1,1,1,1,1,1,0
19656,M,BLACK,23-27,21,False,9.0,Specialized,High School Diploma,1,Drug,Less than 1 year,3,6 or more,1,0,4,4,False,False,1,2,False,1,2 or more,False,False,False,False,False,True,False,False,False,False,False,False,0,6,1,0,72.33333333,0.333333343,0.0,0.0,0.0,0.755760369,2.0,False,True,True,False,False,1,0,0,0,0,0,0,0
19657,M,BLACK,18-22,10,False,6.0,Specialized,High School Diploma,0,Violent/Non-Sex,1-2 years,1,0,1,0,0,0,False,False,0,0,False,0,0,False,False,False,False,False,False,True,True,True,True,False,False,0,10 or more,0,1,83.22222222,0.0,0.0,0.0,0.0,0.782376502,0.4876502,False,True,False,False,True,1,0,0,0,0,0,0,0
19658,M,WHITE,38-42,17,False,4.0,Standard,High School Diploma,3 or more,Drug,1-2 years,4,5,1,5 or more,1,1,True,True,0,2,False,3 or more,1,False,False,False,False,False,True,False,False,False,False,False,False,0,6,0,0,88.5,0.0,0.0,0.0,0.0,0.733050847,0.515889831,False,False,False,False,False,0,0,0,0,0,0,0,0
19659,M,BLACK,23-27,21,False,5.0,Standard,At least some college,1,Drug,1-2 years,6,1,1,0,5 or more,0,False,True,0,0,False,0,0,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,1,50.18181818,0.0,0.0,0.0,0.0,1.0,1.985054348,False,False,False,False,False,1,0,0,0,0,0,0,0
19660,M,BLACK,18-22,5,False,7.0,High,Less than HS diploma,0,Violent/Non-Sex,Greater than 2 to 3 years,1,0,1,0,0,0,False,True,0,1,True,0,0,False,False,False,False,False,True,True,True,True,True,False,False,0,0,0,0,35.510947162,0.126811424,0.000795707,,0.001803838,0.03,0.7305,False,False,False,False,False,0,0,1,1,1,1,1,0
19661,M,WHITE,28-32,4,True,5.0,Standard,High School Diploma,1,Property,Less than 1 year,10 or more,6 or more,0,3,5 or more,5 or more,False,True,3 or more,4 or more,False,2,0,True,False,True,False,False,True,True,False,False,False,False,False,2,0,0,2,63.0,0.0,0.0,0.0,0.0,0.989417989,1.0,False,True,True,False,False,1,0,0,0,0,0,0,0
19662,M,WHITE,28-32,15,False,6.0,High,Less than HS diploma,0,Drug,Less than 1 year,3,3,1,1,1,1,False,False,1,2,True,0,2 or more,False,False,False,False,False,True,False,True,False,False,False,False,0,0,0,1,41.14285714,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,1,0,0,0,0,0,0,0
19664,M,WHITE,23-27,17,False,9.0,Standard,High School Diploma,0,Property,More than 3 years,2,4,1,2,0,1,False,False,1,1,False,1,0,False,False,False,False,False,True,True,True,False,False,False,False,0,0,0,0,21.3125,0.0,0.0,0.0,0.0,1.0,2.0,False,True,False,True,False,1,0,0,0,0,0,0,0
19665,M,WHITE,33-37,7,False,3.0,Standard,At least some college,3 or more,Drug,1-2 years,1,0,0,0,1,0,False,True,0,0,False,0,0,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,1,187.0,0.333333343,0.0,0.333333343,0.0,0.14973262,0.651069519,False,True,True,False,False,1,0,0,0,0,0,0,1
19666,M,WHITE,43-47,18,False,6.0,High,Less than HS diploma,2,Drug,Greater than 2 to 3 years,3,0,0,2,1,0,False,False,0,0,False,1,1,False,False,False,False,False,False,True,False,False,False,False,False,3,8,1,2,46.0,0.142857149,0.071428575,0.0,0.0,0.76863354,0.567158385,False,False,False,False,False,1,0,0,0,0,0,0,0
19667,M,BLACK,23-27,19,False,7.0,High,High School Diploma,0,Drug,1-2 years,1,1,0,1,1,0,False,False,0,2,False,1,0,False,False,False,False,False,True,True,False,False,False,False,False,0,10 or more,3 or more,0,46.09090909,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0,0,0,0,0,0,0,0
19668,M,BLACK,18-22,1,True,10.0,Specialized,Less than HS diploma,0,Violent/Non-Sex,1-2 years,5,2,3 or more,4,0,1,False,False,1,2,True,2,0,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,90.479242039,0.576220217,,0.00909538,0.003013066,0.0,0.0,False,True,True,False,False,1,0,1,1,1,1,1,0
19669,M,WHITE,23-27,24,False,7.0,Standard,Less than HS diploma,0,Property,1-2 years,3,1,0,3,0,3,False,False,1,1,False,2,0,False,False,False,True,False,True,True,True,False,False,False,False,0,0,0,0,28.61111111,0.0,0.0,0.0,0.0,1.0,0.709223301,False,True,False,True,False,1,0,0,0,0,0,0,0
19670,F,WHITE,28-32,24,False,9.0,Specialized,Less than HS diploma,2,Drug,Greater than 2 to 3 years,3,0,0,1,2,0,False,False,0,0,False,0,1,False,False,False,False,False,True,True,False,False,False,False,False,0,0,0,0,32.8245614,0.0,0.0,0.0,0.0,0.85515767,0.976082309,False,False,False,False,False,1,1,0,0,0,0,0,0
19671,M,WHITE,33-37,7,False,4.0,Standard,Less than HS diploma,3 or more,Property,Less than 1 year,3,2,0,2,1,1,False,False,1,3,False,2,1,True,False,False,False,True,False,True,False,False,False,False,False,0,0,0,1,75.8,0.0,0.0,0.0,0.0,1.0,1.927440633,False,False,False,False,False,0,0,0,0,0,0,0,0
19672,M,WHITE,28-32,7,False,5.0,Specialized,Less than HS diploma,0,Violent/Non-Sex,Greater than 2 to 3 years,4,3,1,2,3,1,False,False,0,4 or more,False,3 or more,0,True,False,False,False,False,True,True,True,True,True,False,False,4 or more,2,0,0,83.94084914,0.0,0.0,0.176470593,0.117647059,0.0,,False,False,False,False,False,1,0,1,0,0,0,0,0
19673,M,WHITE,28-32,5,False,8.0,High,High School Diploma,2,Drug,Less than 1 year,4,6 or more,0,1,2,4,True,False,1,4 or more,False,1,1,True,False,False,False,True,True,False,False,False,True,False,False,3,5,3 or more,0,38.1,0.150000006,0.0,0.150000006,0.050000001,0.0,0.0,False,True,True,False,False,0,0,0,0,0,0,0,1
19674,M,WHITE,18-22,12,True,10.0,Specialized,High School Diploma,1,Property,1-2 years,7,5,0,4,1,5 or more,False,False,3 or more,2,False,3 or more,1,True,False,False,False,False,True,True,True,False,True,True,True,4 or more,0,0,0,54.33333333,0.333333343,0.0,0.666666687,0.0,0.0,0.0,False,True,True,False,False,1,0,0,0,0,0,0,0
19675,M,WHITE,33-37,17,False,5.0,,Less than HS diploma,0,Property,Greater than 2 to 3 years,3,2,0,1,0,2,False,False,1,2,False,1,1,True,False,False,False,False,True,True,True,False,False,False,True,2,6,0,3 or more,269.3333333,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0,0,0,0,0,0,0,0
19676,F,WHITE,28-32,17,,9.0,Standard,High School Diploma,0,Other,Greater than 2 to 3 years,5,3,0,3,1,2,False,False,1,1,False,2,1,False,False,False,False,False,True,False,False,False,True,False,False,4 or more,6,0,3 or more,26.06521739,0.0,0.0,0.043478262,0.0,0.693077565,0.913886572,False,True,False,False,True,1,1,0,0,0,0,0,0
19677,M,BLACK,23-27,8,False,5.0,Standard,Less than HS diploma,2,Property,Greater than 2 to 3 years,2,1,0,3,0,0,False,False,0,1,False,1,0,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,1,49.375,0.0,0.0,0.0,0.0,1.0,2.774050633,False,True,False,True,False,1,0,0,0,0,0,0,0
19678,M,WHITE,28-32,25,False,8.0,Specialized,Less than HS diploma,2,Violent/Non-Sex,Greater than 2 to 3 years,5,6 or more,1,2,3,0,True,True,1,2,True,0,1,False,True,True,False,False,False,True,True,False,False,False,False,2,0,0,0,66.41176471,0.0,0.0,0.0,0.0,0.457927369,0.323516386,False,True,False,True,False,1,0,0,0,0,0,0,0
19679,M,BLACK,18-22,11,True,9.0,Specialized,High School Diploma,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,1,0,1,0,0,0,False,False,0,0,False,0,0,False,False,False,False,False,False,True,True,True,True,True,True,4 or more,7,3 or more,3 or more,32.9,0.25,0.050000001,0.0,0.0,0.755319149,1.110182371,False,False,False,False,False,0,0,0,0,0,0,0,0
19680,M,WHITE,48 or older,4,False,3.0,Standard,At least some college,0,Drug,Greater than 2 to 3 years,2,1,0,0,1,0,False,False,0,0,False,0,1,False,False,False,False,False,True,True,False,False,False,False,False,1,6,0,2,354.286030908,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,1,0,1,0,0,0,0,0
19681,M,WHITE,23-27,2,True,10.0,Standard,High School Diploma,0,Property,Greater than 2 to 3 years,4,2,1,2,1,2,False,False,1,1,True,1,0,False,False,False,False,True,True,True,False,False,True,False,False,1,4,0,0,14.80952381,0.047619049,0.0,0.0,0.047619049,0.0,0.0,False,True,True,False,False,1,0,0,0,0,0,0,0
19682,M,WHITE,38-42,7,False,4.0,Standard,High School Diploma,3 or more,Property,More than 3 years,1,1,0,1,0,0,False,False,1,1,False,1,0,False,False,False,False,False,False,False,False,False,False,False,False,2,0,0,2,256.844319461,0.428162155,0.005756271,0.000129974,,,,False,False,False,False,False,0,0,1,1,1,1,1,0
19683,M,WHITE,28-32,17,False,7.0,High,High School Diploma,2,Property,Less than 1 year,3,5,1,2,0,3,False,False,1,1,True,1,0,False,False,False,False,False,True,False,False,False,False,False,False,3,6,0,1,16.7826087,0.086956523,0.0,0.086956523,0.0,0.409326425,0.946243523,False,True,False,False,True,1,0,0,0,0,0,0,0
19684,M,WHITE,38-42,4,False,3.0,Standard,Less than HS diploma,1,Property,1-2 years,3,1,0,1,3,0,False,False,1,0,False,1,0,False,False,False,False,True,True,True,False,False,False,False,False,0,10 or more,0,0,211.65588022,0.1637787,,0.104899292,0.033704078,0.958083832,0.729041916,False,False,False,False,False,1,0,1,1,1,1,1,0
19685,M,BLACK,23-27,23,False,8.0,Specialized,Less than HS diploma,3 or more,Violent/Non-Sex,1-2 years,6,0,3 or more,1,0,0,False,True,0,1,True,0,0,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,7.942857143,0.0,0.0,0.0,0.028571429,0.0,0.0,False,True,True,False,False,0,0,0,0,0,0,0,0
19686,M,BLACK,28-32,6,True,10.0,Specialized,At least some college,1,Other,Greater than 2 to 3 years,1,2,1,0,0,1,False,False,0,2,False,0,0,True,False,False,False,False,True,True,True,False,True,False,False,0,0,0,1,107.2,0.0,0.0,0.0,0.200000003,0.22761194,1.362873134,False,True,True,False,False,0,0,0,0,0,0,0,0
19687,M,WHITE,23-27,24,False,5.0,Specialized,At least some college,0,Violent/Sex,Greater than 2 to 3 years,2,0,1,0,0,0,False,False,0,0,False,0,0,False,False,False,False,False,False,False,True,False,False,False,False,0,10 or more,0,0,29.29166667,0.0,0.0,0.0,0.0,0.907539118,0.519559033,False,False,False,False,False,1,0,0,0,0,0,0,0
19688,M,WHITE,48 or older,16,False,4.0,Standard,Less than HS diploma,0,Violent/Non-Sex,1-2 years,3,3,1,1,0,2,False,False,1,1,True,1,0,False,False,False,False,False,True,True,False,False,False,False,False,0,1,0,0,199.990778986,0.178922489,0.002693048,0.007628631,0.012298467,0.0,0.0,True,False,False,False,False,0,0,1,1,1,1,1,1
19689,M,BLACK,43-47,4,False,2.0,Specialized,At least some college,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,1,0,0,0,0,0,False,False,0,0,False,0,0,False,False,False,False,False,False,False,True,False,True,False,False,4 or more,10 or more,0,0,17.89583333,0.0,0.0,0.0,0.0,0.967403958,0.425203725,False,False,False,False,False,1,0,0,0,0,0,0,1
19690,M,BLACK,43-47,20,False,4.0,Standard,Less than HS diploma,0,Property,Less than 1 year,3,0,0,1,0,2,False,False,1,1,False,2,0,False,False,False,False,False,False,False,False,False,False,False,False,0,3,0,1,,0.031265473,1.6622e-05,,1.1973e-05,1.0,2.0,False,False,False,False,False,1,0,1,1,1,1,1,0
19691,M,WHITE,28-32,25,False,6.0,Standard,High School Diploma,2,Violent/Non-Sex,More than 3 years,2,1,1,2,0,0,False,False,0,1,True,0,0,False,True,False,False,False,True,True,True,False,False,False,False,0,0,0,2,86.11349365,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,1,0,1,0,0,0,0,0
19692,M,BLACK,28-32,16,False,5.0,Specialized,High School Diploma,2,Violent/Non-Sex,More than 3 years,1,0,1,0,0,0,False,False,0,0,True,0,0,False,False,True,False,False,False,False,False,False,False,False,False,0,5,0,2,58.85,0.100000001,0.0,0.0,0.0,0.959218352,0.620645709,False,False,False,False,False,1,0,0,0,0,0,0,0
19693,M,WHITE,23-27,16,True,6.0,Specialized,High School Diploma,3 or more,Property,Greater than 2 to 3 years,3,2,1,3,0,0,False,False,2,1,False,2,0,False,False,False,False,False,True,True,True,False,True,True,False,4 or more,10 or more,3 or more,2,19.08695652,0.0,0.0,0.086956523,0.0,0.849658314,1.664009112,True,True,False,True,False,1,0,0,0,0,0,0,0
19694,M,BLACK,23-27,10,False,6.0,Specialized,At least some college,0,Violent/Non-Sex,More than 3 years,1,0,0,0,0,0,False,False,1,0,False,0,0,False,False,False,False,False,False,True,True,True,False,False,False,0,0,0,0,18.05555556,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,1,0,0,0,0,0,0,0
19695,F,WHITE,33-37,15,False,2.0,Specialized,At least some college,1,Violent/Non-Sex,More than 3 years,2,0,1,0,0,0,True,False,0,0,True,0,0,False,False,False,False,False,True,True,False,False,False,False,False,0,0,0,0,58.7,0.0,0.0,0.0,0.0,0.646507666,0.311115843,False,False,False,False,False,1,1,0,0,0,0,0,0
19696,M,WHITE,48 or older,14,True,5.0,,Less than HS diploma,3 or more,Property,1-2 years,10 or more,5,1,0,3,5 or more,False,True,1,3,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,189.0,0.0,0.0,0.0,0.0,0.78042328,0.966269841,False,True,False,True,False,1,0,0,0,0,0,0,0
19697,M,WHITE,28-32,5,False,4.0,Standard,At least some college,2,Drug,Less than 1 year,3,3,1,1,1,1,False,False,0,2,False,1,1,False,False,False,False,True,True,False,False,False,False,False,False,0,6,0,0,95.6,0.0,0.0,0.0,0.0,1.0,1.528242678,False,False,False,False,False,0,0,0,0,0,0,0,0
19698,M,BLACK,38-42,1,False,6.0,High,High School Diploma,2,Drug,Greater than 2 to 3 years,10 or more,6 or more,1,3,5 or more,5 or more,True,True,3 or more,3,True,1,2 or more,False,True,False,False,False,True,True,False,False,False,False,False,0,3,0,0,70.9,0.100000001,0.0,0.0,0.0,0.770098731,0.5151622,False,True,False,True,False,1,0,0,0,0,0,0,0
19699,M,BLACK,28-32,5,False,10.0,Specialized,High School Diploma,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,3,6 or more,2,0,3,0,True,False,1,4 or more,True,0,2 or more,False,True,False,False,False,False,False,True,True,True,False,False,4 or more,0,0,0,76.5,0.5,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,1,0,0,0,0,0,0,0
19700,M,WHITE,38-42,17,True,6.0,High,High School Diploma,2,Drug,Less than 1 year,6,2,1,0,2,5 or more,False,False,1,1,False,0,1,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,2,87.6,0.0,0.0,0.0,0.0,0.410958904,0.83390411,True,True,True,False,False,1,0,0,0,0,0,0,0
19701,M,BLACK,48 or older,10,False,2.0,Standard,High School Diploma,1,Drug,1-2 years,1,1,0,0,1,0,False,False,0,0,False,0,1,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,300.75,0.0,0.0,0.0,0.0,0.028262677,0.30361596,False,False,False,False,False,1,0,0,0,0,0,0,0
19702,M,WHITE,38-42,1,False,7.0,High,High School Diploma,3 or more,Drug,1-2 years,1,0,1,0,0,0,False,True,0,0,False,0,1,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,110.0,0.0,0.0,0.0,0.0,0.595454545,1.0,False,False,False,False,False,1,0,0,0,0,0,0,0
19703,M,BLACK,18-22,6,True,10.0,Specialized,High School Diploma,0,Property,Greater than 2 to 3 years,2,1,0,1,0,1,False,True,0,1,False,0,0,False,False,True,False,False,True,True,True,True,False,False,False,4 or more,0,0,1,287.5,0.5,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,1,0,0,0,0,0,0,0
19705,F,WHITE,33-37,16,True,5.0,Standard,High School Diploma,1,Property,Less than 1 year,7,3,0,3,0,5 or more,False,False,3 or more,4 or more,False,3 or more,0,True,False,False,False,True,True,True,False,False,False,False,False,0,0,0,1,16.973805551,,0.01798868,,0.0242821,0.0,0.0,False,False,False,False,False,1,1,1,1,1,1,1,0
19707,M,WHITE,23-27,12,False,7.0,High,Less than HS diploma,1,Property,Greater than 2 to 3 years,5,6 or more,0,5 or more,1,3,False,False,2,1,False,2,1,False,False,False,False,True,True,False,False,False,True,False,False,0,6,0,0,65.04593629,0.029872753,7.9976e-05,0.06761192,,0.496688742,1.0,False,True,False,False,True,1,0,1,1,1,1,1,0
19975,M,WHITE,33-37,18,False,5.0,Standard,High School Diploma,2,Violent/Non-Sex,1-2 years,1,2,0,2,1,0,False,False,1,1,True,1,0,False,False,False,False,False,True,True,True,False,False,False,False,0,8,0,0,70.0,0.0,0.0,0.0,0.0,1.0,1.0,False,True,True,False,False,0,0,0,0,0,0,0,0
