Gender,Race,Age_at_Release,Residence_PUMA,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years,Recidivism_Arrest_Year1,Recidivism_Arrest_Year2,Recidivism_Arrest_Year3,Avg_Days_per_DrugTest_Missing,DrugTests_THC_Positive_Missing,Prison_Offense_Missing
M,BLACK,23-27,20,False,7.0,High,Less than HS diploma,2,Property,Less than 1 year,4,3,0,2,3,2,False,True,2,1,False,1,1,True,False,False,False,False,False,False,False,False,False,False,False,3,0,0,3 or more,82.6,0.200000003,0.0,0.0,0.0,0.544794189,3.537530266,False,True,False,False,True,0,0,0
M,BLACK,28-32,7,False,5.0,Standard,At least some college,3 or more,Drug,Less than 1 year,5,6 or more,0,3,3,2,False,False,0,4 or more,False,0,2 or more,False,False,False,False,False,True,False,False,False,False,False,False,0,6,0,0,182.5714286,0.142857149,0.0,0.0,0.0,0.930359937,0.285798122,False,False,False,False,False,0,0,0
M,BLACK,33-37,20,False,6.0,Specialized,Less than HS diploma,0,Violent/Sex,More than 3 years,5,2,0,1,2,3,False,False,1,1,False,0,2 or more,False,False,False,False,False,True,True,True,True,False,True,False,4 or more,6,3 or more,0,111.7272727,0.0,0.0,0.0,0.090909094,0.0,0.0,False,False,False,False,False,0,0,0
F,WHITE,43-47,17,False,4.0,Standard,Less than HS diploma,2,Drug,Greater than 2 to 3 years,1,1,0,0,2,0,False,False,1,0,False,0,1,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,1,44.983967878,0.182283793,0.000727657,0.094718962,0.001459691,0.020540541,0.394864865,False,True,True,False,False,1,1,0
M,WHITE,28-32,17,True,4.0,Standard,Less than HS diploma,3 or more,Violent/Non-Sex,1-2 years,10 or more,3,1,2,2,5 or more,False,False,3 or more,1,True,2,0,True,False,False,False,False,True,False,True,False,False,False,False,2,0,0,1,147.831195842,0.157799679,0.004763489,1.3719e-05,0.016543998,0.0,0.0,False,True,True,False,False,1,1,0
F,WHITE,28-32,11,False,10.0,Standard,Less than HS diploma,0,Property,1-2 years,10 or more,6 or more,1,5 or more,4,5 or more,False,False,1,4 or more,True,3 or more,2 or more,False,True,False,False,True,True,False,False,False,False,True,True,2,0,0,3 or more,39.4,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,True,0,0,0
F,WHITE,33-37,2,False,6.0,Specialized,Less than HS diploma,3 or more,Property,1-2 years,2,2,0,1,2,1,False,False,0,2,False,2,0,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,57.34305399,0.115385621,0.000113172,2.474e-06,0.00516888,0.967032967,1.0,False,False,False,False,False,1,1,0
M,WHITE,23-27,1,False,8.0,High,High School Diploma,0,Property,Greater than 2 to 3 years,2,1,0,2,0,1,False,False,1,1,True,2,0,False,False,False,False,False,True,True,False,False,False,False,True,0,6,0,2,69.4,0.0,0.0,0.0,0.0,0.576368876,1.57889049,False,False,False,False,False,0,0,0
M,WHITE,48 or older,3,False,1.0,Specialized,Less than HS diploma,2,Violent/Sex,Greater than 2 to 3 years,1,0,1,0,0,0,False,False,0,1,False,0,0,False,False,False,False,False,False,False,True,False,False,False,False,0,10 or more,0,0,49.45454545,0.0,0.0,0.0,0.0,0.998161765,0.671415441,True,False,False,False,False,0,0,0
F,BLACK,23-27,2,True,8.0,Standard,Less than HS diploma,1,Drug,Less than 1 year,5,3,0,1,4,2,False,False,3 or more,2,False,1,2 or more,False,False,False,False,True,True,True,False,False,False,False,False,0,6,0,2,34.63636364,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,True,False,0,0,0
M,BLACK,18-22,8,False,8.0,High,Less than HS diploma,2,Property,1-2 years,5,1,0,3,2,2,False,False,0,2,False,0,2 or more,False,False,False,False,False,True,True,False,False,True,True,False,0,10 or more,3 or more,0,141.0,0.666666687,0.0,0.0,0.0,1.0,1.726950355,False,True,True,False,False,0,0,0
M,BLACK,33-37,22,True,10.0,Specialized,High School Diploma,3 or more,Drug,More than 3 years,10 or more,4,1,2,5 or more,5 or more,False,False,2,4 or more,False,1,2 or more,True,False,False,True,False,True,True,False,False,False,False,False,0,1,1,1,21.88888889,0.222222224,0.055555556,0.055555556,0.0,0.895939086,5.562182741,False,True,False,True,False,0,0,0
M,BLACK,23-27,20,False,6.0,Standard,At least some college,2,Property,Greater than 2 to 3 years,4,1,1,2,1,0,False,False,2,1,True,1,1,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,3 or more,184.237417487,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,1,0,0
M,WHITE,28-32,24,False,5.0,Standard,High School Diploma,0,Other,Greater than 2 to 3 years,2,0,0,0,0,0,False,False,1,0,False,0,0,False,False,False,False,False,True,False,False,False,False,False,False,3,9,0,1,58.08171953,0.13333334,0.0,0.200000003,0.06666667,0.0,0.0,False,False,False,False,False,1,0,0
M,BLACK,23-27,3,True,6.0,High,High School Diploma,1,Property,1-2 years,1,3,2,1,0,0,False,False,0,1,True,0,0,False,False,False,False,False,True,True,True,False,False,False,False,0,1,0,0,61.33333333,0.0,0.0,0.0,0.0,1.0,1.985054348,False,True,False,True,False,0,0,0
M,WHITE,38-42,17,False,8.0,High,High School Diploma,0,Property,More than 3 years,10 or more,4,1,5 or more,0,1,False,True,2,1,False,3 or more,0,False,False,True,False,False,True,True,False,False,False,False,False,0,0,0,1,36.4,0.0,0.0,0.0,0.0,0.857142857,1.0,False,True,True,False,False,0,0,0
M,WHITE,18-22,1,False,6.0,Specialized,At least some college,0,Property,Greater than 2 to 3 years,1,0,0,1,0,0,False,False,0,0,False,0,0,False,False,False,False,False,False,True,False,True,False,False,False,0,0,0,0,50.7,0.0,0.0,0.0,0.0,1.0,1.440828402,False,True,False,True,False,0,0,0
M,BLACK,28-32,14,False,6.0,Standard,At least some college,3 or more,Property,1-2 years,2,0,0,2,0,0,False,True,0,0,False,1,0,False,False,False,False,False,True,True,False,False,False,False,False,4 or more,0,0,0,357.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0,0,0
M,BLACK,23-27,17,False,9.0,Specialized,High School Diploma,2,Other,1-2 years,6,1,0,1,1,3,False,True,2,2,False,0,2 or more,True,False,True,False,False,True,False,False,False,True,True,False,4 or more,10 or more,3 or more,3 or more,16.72,0.239999995,0.0,0.0,0.0,0.301435407,1.747607656,False,True,False,True,False,0,0,0
M,BLACK,28-32,9,False,5.0,Specialized,Less than HS diploma,3 or more,Violent/Non-Sex,More than 3 years,5,1,1,1,1,3,False,False,0,2,False,0,1,False,False,False,False,False,False,False,False,True,True,False,False,4 or more,7,0,0,66.47368421,0.052631579,0.157894731,0.0,0.0,0.263657957,0.578384798,False,False,False,False,False,0,0,0
M,BLACK,18-22,20,True,6.0,High,Less than HS diploma,2,Property,Less than 1 year,5,0,0,4,0,1,False,False,1,1,False,1,0,False,False,False,False,False,False,False,False,False,False,False,False,4 or more,1,3 or more,2,23.25,0.25,0.0,0.25,0.0,0.0,0.0,False,True,True,False,False,0,0,0
M,BLACK,38-42,6,False,3.0,Standard,High School Diploma,1,Property,Less than 1 year,8,6 or more,0,3,4,2,False,True,1,2,False,1,0,False,False,False,False,False,True,True,False,False,True,False,False,0,2,0,1,47.0,0.0,0.333333343,0.0,0.0,0.936170213,1.0,False,True,True,False,False,0,0,0
M,BLACK,28-32,9,False,4.0,Standard,At least some college,2,Drug,Less than 1 year,2,0,0,0,2,0,False,False,0,0,False,0,2 or more,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,304.3333333,0.0,0.0,0.0,0.0,0.493975904,0.800109529,False,True,True,False,False,0,0,0
M,BLACK,33-37,17,False,6.0,High,Less than HS diploma,1,Property,1-2 years,6,3,1,0,5 or more,4,False,True,0,3,True,0,2 or more,True,False,False,False,True,True,True,False,False,False,False,False,0,0,0,0,40.344614317,0.037690018,0.0,0.000135307,0.061101413,1.0,1.725590551,False,True,False,True,False,1,1,1
M,WHITE,33-37,23,False,3.0,Standard,Less than HS diploma,3 or more,Drug,Less than 1 year,1,0,0,0,1,0,False,False,0,0,False,0,0,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,1,47.66666667,0.0,0.0,0.0,0.0,1.0,2.0,False,False,False,False,False,0,0,0
M,BLACK,18-22,11,True,10.0,Specialized,Less than HS diploma,2,Violent/Non-Sex,1-2 years,2,0,1,1,0,0,False,False,0,0,False,0,0,False,False,False,False,False,True,True,True,False,True,False,False,4 or more,0,0,0,35.66666667,0.166666672,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0
M,BLACK,18-22,10,True,7.0,High,Less than HS diploma,3 or more,Violent/Non-Sex,1-2 years,3,2,1,0,1,0,False,False,0,3,False,0,1,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0
M,BLACK,18-22,6,False,6.0,High,Less than HS diploma,0,Property,Less than 1 year,7,0,0,5 or more,0,1,False,False,0,1,False,1,0,False,False,False,False,False,False,False,False,False,False,False,True,1,8,0,0,15.91304348,0.086956523,0.0,0.0,0.0,0.830601093,0.99795082,False,True,True,False,False,0,0,0
M,BLACK,28-32,9,False,4.0,Specialized,High School Diploma,2,Violent/Sex,Greater than 2 to 3 years,8,6 or more,3 or more,5 or more,3,5 or more,True,False,1,4 or more,True,3 or more,1,False,True,False,False,False,True,True,True,True,True,False,False,4 or more,10 or more,1,1,15.62222222,0.022222223,0.022222223,0.0,0.0,0.901849218,0.519559033,False,True,False,False,True,0,0,0
F,WHITE,33-37,8,False,6.0,High,High School Diploma,1,Property,1-2 years,4,3,0,5 or more,0,0,False,False,0,0,False,2,0,False,False,False,False,False,True,True,True,False,False,False,False,0,6,0,0,168.75,0.0,0.0,0.0,0.0,1.0,0.541111111,True,True,False,False,True,0,0,0
M,WHITE,33-37,13,False,6.0,Standard,Less than HS diploma,1,Property,1-2 years,7,2,0,3,3,3,False,False,1,1,False,2,1,False,False,False,False,True,True,False,True,False,False,False,False,0,8,0,0,30.3,0.0,0.0,0.0,0.0,0.399339934,2.0,False,False,False,False,False,0,0,0
M,BLACK,23-27,9,True,9.0,Specialized,High School Diploma,0,Violent/Non-Sex,1-2 years,7,6 or more,1,1,4,4,False,True,0,1,False,0,2 or more,False,False,True,False,False,True,True,True,False,False,False,False,2,0,2,0,15.6,0.200000003,0.0,0.0,0.0,0.878205128,1.0,False,True,True,False,False,0,0,0
M,BLACK,18-22,3,True,10.0,Specialized,Less than HS diploma,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,1,0,1,0,0,0,False,False,0,0,True,0,0,False,False,False,False,False,False,False,True,True,False,False,False,3,0,0,1,41.33333333,0.166666672,0.0,0.0,0.0,0.705645161,1.0,False,True,True,False,False,0,0,0
F,BLACK,23-27,1,False,7.0,Standard,Less than HS diploma,0,Property,1-2 years,4,1,0,3,0,2,False,False,2,0,False,1,0,True,False,False,False,False,True,True,True,False,False,False,False,0,0,0,2,1.4,0.0,0.0,0.0,0.200000003,0.0,0.0,False,True,True,False,False,0,0,0
F,WHITE,23-27,2,True,7.0,High,Less than HS diploma,3 or more,Property,Less than 1 year,3,0,0,1,1,1,False,False,1,0,False,0,1,False,False,False,False,False,True,False,False,False,False,False,False,0,6,1,1,74.33333333,0.0,0.0,0.0,0.0,0.896860987,0.818946188,True,False,False,False,False,0,0,0
F,WHITE,28-32,17,True,9.0,Specialized,High School Diploma,0,Property,1-2 years,8,6 or more,1,3,4,5 or more,False,False,1,2,False,0,1,True,False,False,False,True,True,True,False,False,True,True,True,4 or more,0,0,3 or more,64.5,0.0,0.0,0.125,0.0,0.0,0.0,False,True,False,True,False,0,0,0
M,BLACK,23-27,11,False,6.0,High,Less than HS diploma,0,Other,1-2 years,5,6 or more,3 or more,0,0,3,True,False,3 or more,4 or more,True,1,0,True,True,False,False,False,False,True,False,False,False,False,True,4 or more,0,0,0,246.6,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0,0,0
M,WHITE,28-32,12,True,5.0,Standard,High School Diploma,2,Property,Less than 1 year,5,5,1,3,1,2,False,False,1,4 or more,True,2,0,True,False,False,False,True,True,False,True,False,False,False,True,4 or more,0,0,1,85.0,0.0,0.0,0.0,0.200000003,0.277647059,0.859411765,False,True,True,False,False,0,0,0
M,BLACK,28-32,11,False,4.0,Standard,High School Diploma,0,Other,Less than 1 year,4,2,0,2,1,0,False,True,0,0,False,0,0,False,False,False,False,False,True,False,False,False,False,False,False,0,6,0,1,83.28571429,0.0,0.0,0.0,0.0,1.0,1.253001715,False,False,False,False,False,0,0,0
M,WHITE,28-32,14,True,8.0,High,At least some college,1,Other,Less than 1 year,10 or more,6 or more,2,5 or more,2,3,True,True,2,2,False,3 or more,2 or more,False,False,True,False,False,True,False,False,False,False,False,False,3,5,2,0,103.8333333,0.0,0.0,0.166666672,0.0,0.0,0.0,False,True,True,False,False,0,0,0
M,WHITE,48 or older,24,False,5.0,Standard,High School Diploma,2,Property,1-2 years,10 or more,6 or more,3 or more,5 or more,5 or more,5 or more,True,True,3 or more,4 or more,True,2,1,True,False,True,False,False,True,True,False,False,False,False,False,4 or more,0,0,3 or more,15.89473684,0.0,0.0,0.105263159,0.105263159,0.0,0.0,False,True,True,False,False,0,0,1
M,WHITE,28-32,11,False,7.0,High,High School Diploma,1,Other,Less than 1 year,8,4,1,1,5 or more,1,False,True,1,3,True,0,2 or more,False,False,True,False,True,True,False,False,False,False,False,False,1,7,0,1,12.29268293,0.097560972,0.048780486,0.0,0.0,1.0,2.898809524,False,False,False,False,False,0,0,0
M,BLACK,23-27,10,False,5.0,Standard,Less than HS diploma,0,Drug,Less than 1 year,10 or more,6 or more,1,5 or more,4,5 or more,False,False,0,4 or more,True,3 or more,1,False,False,False,False,False,True,False,False,False,False,False,False,0,5,3 or more,0,155.3333333,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0
M,BLACK,18-22,6,False,9.0,Specialized,At least some college,3 or more,Property,Less than 1 year,5,6 or more,0,5 or more,0,2,False,False,3 or more,3,False,3 or more,0,False,False,False,False,False,False,False,False,False,False,False,True,4 or more,0,0,0,44.2,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0
M,WHITE,38-42,5,False,3.0,Standard,At least some college,2,Property,Less than 1 year,1,1,0,1,0,0,False,False,0,0,False,0,0,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,99.2,0.0,0.0,0.0,0.0,1.0,1.472782258,False,False,False,False,False,0,0,0
M,BLACK,38-42,3,True,4.0,Standard,At least some college,3 or more,Violent/Non-Sex,Less than 1 year,8,6 or more,3 or more,2,4,5 or more,True,False,3 or more,4 or more,True,1,2 or more,True,True,False,True,False,True,True,False,True,True,False,True,0,0,0,1,40.95,0.0,0.0,0.0,0.0,1.0,0.891941392,False,True,False,False,True,0,0,1
M,WHITE,23-27,8,False,8.0,Standard,Less than HS diploma,1,Property,Greater than 2 to 3 years,2,0,0,2,0,1,False,False,0,0,False,1,0,False,False,False,False,False,False,False,False,False,False,False,False,4 or more,0,0,0,116.6666667,0.166666672,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,0,0,0
M,BLACK,28-32,1,False,9.0,Specialized,At least some college,0,Property,1-2 years,2,0,0,2,0,0,False,False,2,0,False,2,0,False,False,False,False,False,False,True,False,False,True,False,True,0,0,0,3 or more,566.5,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False,0,0,0
M,BLACK,18-22,8,False,5.0,Standard,At least some college,3 or more,Other,Less than 1 year,1,4,0,1,3,1,False,True,0,0,False,0,0,False,False,False,False,False,True,False,False,False,True,False,False,0,10 or more,3 or more,1,387.75,0.0,0.0,0.0,0.0,0.131528046,0.23549323,True,True,True,False,False,0,0,0
F,BLACK,33-37,1,False,10.0,Specialized,At least some college,0,Property,1-2 years,10 or more,6 or more,2,5 or more,0,3,False,False,3 or more,4 or more,True,3 or more,0,True,False,False,False,False,False,True,False,False,False,False,False,0,0,0,1,258.225048052,0.150624555,0.011682789,0.087104258,0.00224015,0.0,0.0,False,False,False,False,False,1,1,0
M,BLACK,48 or older,18,True,4.0,Standard,At least some college,1,Drug,Less than 1 year,10 or more,4,1,4,4,4,False,True,3 or more,2,True,1,2 or more,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,93.8,0.0,0.0,0.0,0.0,0.997867804,0.778784648,False,False,False,False,False,0,0,0
M,BLACK,38-42,10,False,4.0,Standard,At least some college,2,Violent/Non-Sex,1-2 years,1,0,1,0,0,0,False,True,0,0,False,0,0,False,False,True,False,False,False,False,True,False,False,False,False,0,0,0,1,42.2,0.0,0.0,0.0,0.0,0.943127962,1.731042654,False,False,False,False,False,0,0,0
M,BLACK,33-37,20,False,6.0,Standard,At least some college,0,Other,1-2 years,3,3,0,0,4,0,False,True,1,0,False,1,2 or more,False,False,True,False,False,True,False,False,False,False,False,False,0,0,0,0,55.12903226,0.064516127,0.0,0.0,0.0,0.936220012,0.641164424,False,False,False,False,False,0,0,0
M,BLACK,18-22,5,True,8.0,High,High School Diploma,1,Violent/Non-Sex,1-2 years,6,0,3 or more,2,0,0,False,False,0,0,False,0,0,False,False,False,False,False,True,True,True,False,True,False,False,4 or more,6,1,3 or more,24.45652174,0.173913047,0.0,0.021739131,0.0,0.0,0.0,False,False,False,False,False,0,0,0
M,BLACK,23-27,20,False,6.0,High,Less than HS diploma,0,Violent/Non-Sex,1-2 years,2,4,1,1,3,1,False,False,1,2,True,1,2 or more,False,False,False,False,True,True,True,False,False,False,False,False,0,0,0,1,206.5,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0
M,BLACK,28-32,10,False,9.0,Standard,Less than HS diploma,1,Other,Greater than 2 to 3 years,10 or more,2,3 or more,4,1,4,False,True,3 or more,2,True,3 or more,1,False,False,True,False,False,True,False,False,False,False,False,False,3,0,0,1,103.1818182,0.090909094,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,0,0,0
M,WHITE,23-27,16,False,6.0,High,Less than HS diploma,1,Property,Less than 1 year,2,0,1,0,0,0,False,False,0,0,False,0,0,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,3 or more,113.6666667,0.0,0.0,0.0,0.0,0.68914956,1.07111437,False,True,True,False,False,0,0,0
F,WHITE,43-47,9,False,3.0,Standard,High School Diploma,2,Drug,1-2 years,2,1,0,2,1,0,False,False,0,1,False,0,1,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,3 or more,41.96551724,0.0,0.0,0.0,0.0,0.740345111,0.900369762,False,False,False,False,False,0,0,0
M,WHITE,18-22,14,False,10.0,Specialized,Less than HS diploma,0,Property,Less than 1 year,4,0,0,2,1,1,False,False,0,0,False,0,1,False,False,False,False,False,True,True,False,False,False,False,False,0,0,0,0,31.38461538,0.0,0.0,0.0,0.0,0.968137255,1.790441176,False,True,True,False,False,0,0,0
M,BLACK,28-32,12,False,4.0,Standard,At least some college,3 or more,Drug,Less than 1 year,5,5,2,0,2,1,False,False,1,1,True,0,1,False,False,False,False,False,True,False,False,False,False,False,False,0,2,1,0,34.5,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,0,0,0
F,WHITE,33-37,11,False,7.0,High,At least some college,3 or more,Violent/Non-Sex,1-2 years,1,0,1,0,0,0,False,False,1,0,True,0,0,False,False,False,False,False,True,True,True,False,False,False,False,4 or more,0,0,0,49.33333333,0.111111112,0.111111112,0.0,0.0,1.0,0.822635135,False,False,False,False,False,0,0,0
M,WHITE,48 or older,25,False,2.0,Standard,At least some college,1,Drug,Less than 1 year,7,5,1,5 or more,4,2,False,False,2,2,False,1,2 or more,False,False,False,False,False,True,False,False,False,False,False,False,0,7,0,0,29.83333333,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0,0,0
M,BLACK,28-32,2,False,4.0,Standard,Less than HS diploma,3 or more,Drug,Less than 1 year,1,3,1,0,0,1,False,True,0,2,False,0,1,False,False,False,False,False,True,False,True,False,False,False,False,0,0,0,0,75.007933709,0.223090218,0.00479509,0.0082146,0.023393609,0.0,0.0,False,False,False,False,False,1,1,0
M,WHITE,48 or older,4,False,3.0,Standard,Less than HS diploma,1,Drug,Less than 1 year,3,0,0,0,1,1,False,False,0,0,False,0,1,False,False,False,False,True,True,False,False,False,True,False,False,0,8,0,0,64.42857143,0.0,0.0,0.0,0.0,0.931263858,0.809866962,False,False,False,False,False,0,0,0
M,BLACK,18-22,10,False,6.0,High,High School Diploma,0,Property,Greater than 2 to 3 years,1,0,0,1,0,0,False,False,1,0,False,1,0,False,False,False,False,False,False,True,False,True,True,False,False,4 or more,7,1,0,8.692307692,0.15384616,0.0,0.0,0.0,0.455752212,1.0,False,False,False,False,False,0,0,0
M,BLACK,33-37,14,False,3.0,Standard,At least some college,3 or more,Violent/Sex,Less than 1 year,3,5,0,3,0,3,False,False,0,1,False,0,0,True,False,False,False,False,True,False,False,False,True,False,False,0,0,0,0,35.16666667,0.0,0.0,0.0,0.0,1.0,2.0,False,True,False,True,False,0,0,1
M,BLACK,18-22,8,True,9.0,Standard,High School Diploma,0,Property,More than 3 years,2,0,0,2,0,0,False,False,0,0,False,1,0,False,False,False,False,False,True,True,True,False,False,False,False,3,0,1,0,26.15384615,0.03846154,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,0,0,0
F,WHITE,48 or older,17,False,3.0,Standard,At least some college,0,Other,Less than 1 year,4,0,0,1,1,1,False,True,0,0,False,0,1,False,False,True,False,False,True,False,False,False,False,False,False,0,0,0,2,196.6666667,0.0,0.0,0.0,0.0,0.315254237,1.238135593,True,True,True,False,False,0,0,0
